alpha_2_code,alpha_3_code,numeric_code,subdivision_category_id,subdivision_code,subdivision_footnote,subdivision_parent
"CZ","CZE","203","197","CZ-633","","CZ-63"
"CZ","CZE","203","197","CZ-634","","CZ-63"
"CZ","CZE","203","197","CZ-635","","CZ-63"
"CZ","CZE","203","154","CZ-64","",""
"CZ","CZE","203","197","CZ-641","","CZ-64"
"CZ","CZE","203","197","CZ-642","","CZ-64"
"CZ","CZE","203","197","CZ-643","","CZ-64"
"CZ","CZE","203","197","CZ-644","","CZ-64"
"CZ","CZE","203","197","CZ-645","","CZ-64"
"CZ","CZE","203","197","CZ-646","","CZ-64"
"CZ","CZE","203","197","CZ-647","","CZ-64"
"CZ","CZE","203","154","CZ-71","",""
"CZ","CZE","203","197","CZ-711","","CZ-71"
"CZ","CZE","203","197","CZ-712","","CZ-71"
"CZ","CZE","203","197","CZ-713","","CZ-71"
"CZ","CZE","203","197","CZ-714","","CZ-71"
"CZ","CZE","203","197","CZ-715","","CZ-71"
"CZ","CZE","203","154","CZ-72","",""
"CZ","CZE","203","197","CZ-721","","CZ-72"
"CZ","CZE","203","197","CZ-722","","CZ-72"
"CZ","CZE","203","197","CZ-723","","CZ-72"
"CZ","CZE","203","197","CZ-724","","CZ-72"
"CZ","CZE","203","154","CZ-80","",""
"CZ","CZE","203","197","CZ-801","","CZ-80"
"CZ","CZE","203","197","CZ-802","","CZ-80"
"CZ","CZE","203","197","CZ-803","","CZ-80"
"CZ","CZE","203","197","CZ-804","","CZ-80"
"CZ","CZE","203","197","CZ-805","","CZ-80"
"CZ","CZE","203","197","CZ-806","","CZ-80"
"CZ","CZE","203","465","CZ-10","",""
"DE","DEU","276","198","DE-BB","",""
"DE","DEU","276","198","DE-BE","",""
"DE","DEU","276","198","DE-BW","",""
"DE","DEU","276","198","DE-BY","",""
"DE","DEU","276","198","DE-HB","",""
"DE","DEU","276","198","DE-HE","",""
"DE","DEU","276","198","DE-HH","",""
"DE","DEU","276","198","DE-MV","",""
"DE","DEU","276","198","DE-NI","",""
"DE","DEU","276","198","DE-NW","",""
"DE","DEU","276","198","DE-RP","",""
"DE","DEU","276","198","DE-SH","",""
"DE","DEU","276","198","DE-SL","",""
"DE","DEU","276","198","DE-SN","",""
"DE","DEU","276","198","DE-ST","",""
"DE","DEU","276","198","DE-TH","",""
"DJ","DJI","262","218","DJ-AR","*",""
"DJ","DJI","262","218","DJ-AS","*",""
"DJ","DJI","262","218","DJ-DI","*",""
"DJ","DJI","262","218","DJ-OB","*",""
"DJ","DJI","262","218","DJ-TA","*",""
"DJ","DJI","262","401","DJ-DJ","*",""
"DK","DNK","208","319","DK-81","",""
"DK","DNK","208","319","DK-82","",""
"DK","DNK","208","319","DK-83","",""
"DK","DNK","208","319","DK-84","",""
"DK","DNK","208","319","DK-85","",""
"DM","DMA","212","219","DM-02","*",""
"DM","DMA","212","219","DM-03","*",""
"DM","DMA","212","219","DM-04","*",""
"DM","DMA","212","219","DM-05","*",""
"DM","DMA","212","219","DM-06","*",""
"DM","DMA","212","219","DM-07","*",""
"DM","DMA","212","219","DM-08","*",""
"DM","DMA","212","219","DM-09","*",""
"DM","DMA","212","219","DM-10","*",""
"DM","DMA","212","219","DM-11","*",""
"DO","DOM","214","449","DO-33","*",""
"DO","DOM","214","105","DO-06","","DO-33"
"DO","DOM","214","105","DO-14","","DO-33"
"DO","DOM","214","105","DO-19","","DO-33"
"DO","DOM","214","105","DO-20","","DO-33"
"DO","DOM","214","449","DO-34","*",""
"DO","DOM","214","105","DO-05","","DO-34"
"DO","DOM","214","105","DO-15","","DO-34"
"DO","DOM","214","105","DO-26","","DO-34"
"DO","DOM","214","105","DO-27","","DO-34"
"DO","DOM","214","449","DO-35","*",""
"DO","DOM","214","105","DO-09","","DO-35"
"DO","DOM","214","105","DO-18","","DO-35"
"DO","DOM","214","105","DO-25","","DO-35"
"DO","DOM","214","449","DO-36","*",""
"DO","DOM","214","105","DO-13","","DO-36"
"DO","DOM","214","105","DO-24","","DO-36"
"DO","DOM","214","105","DO-28","","DO-36"
"DO","DOM","214","449","DO-37","*",""
"DO","DOM","214","105","DO-07","","DO-37"
"DO","DOM","214","105","DO-22","","DO-37"
"DO","DOM","214","449","DO-38","*",""
"DO","DOM","214","105","DO-03","","DO-38"
"DO","DOM","214","105","DO-04","","DO-38"
"DO","DOM","214","105","DO-10","","DO-38"
"DO","DOM","214","105","DO-16","","DO-38"
"DO","DOM","214","449","DO-39","*",""
"DO","DOM","214","105","DO-23","","DO-39"
"DO","DOM","214","105","DO-29","","DO-39"
"DO","DOM","214","105","DO-30","","DO-39"
"DO","DOM","214","449","DO-40","*",""
"DO","DOM","214","105","DO-32","*","DO-40"
"DO","DOM","214","183","DO-01","","DO-40"
"DO","DOM","214","449","DO-41","*",""
"DO","DOM","214","105","DO-02","","DO-41"
"DO","DOM","214","105","DO-17","","DO-41"
"DO","DOM","214","105","DO-21","","DO-41"
"DO","DOM","214","105","DO-31","","DO-41"
"DO","DOM","214","449","DO-42","*",""
"DO","DOM","214","105","DO-08","","DO-42"
"DO","DOM","214","105","DO-11","","DO-42"
"DO","DOM","214","105","DO-12","","DO-42"
"DZ","DZA","012","366","DZ-01","",""
"DZ","DZA","012","366","DZ-02","",""
"DZ","DZA","012","366","DZ-03","",""
"DZ","DZA","012","366","DZ-04","",""
"DZ","DZA","012","366","DZ-05","",""
"DZ","DZA","012","366","DZ-06","",""
"DZ","DZA","012","366","DZ-07","",""
"DZ","DZA","012","366","DZ-08","",""
"DZ","DZA","012","366","DZ-09","",""
"DZ","DZA","012","366","DZ-10","",""
"DZ","DZA","012","366","DZ-11","",""
"DZ","DZA","012","366","DZ-12","",""
"DZ","DZA","012","366","DZ-13","",""
"DZ","DZA","012","366","DZ-14","",""
"DZ","DZA","012","366","DZ-15","",""
"DZ","DZA","012","366","DZ-16","",""
"DZ","DZA","012","366","DZ-17","",""
"DZ","DZA","012","366","DZ-18","",""
"DZ","DZA","012","366","DZ-19","",""
"DZ","DZA","012","366","DZ-20","",""
"DZ","DZA","012","366","DZ-21","",""
"DZ","DZA","012","366","DZ-22","",""
"DZ","DZA","012","366","DZ-23","",""
"DZ","DZA","012","366","DZ-24","",""
"DZ","DZA","012","366","DZ-25","",""
"DZ","DZA","012","366","DZ-26","",""
"DZ","DZA","012","366","DZ-27","",""
"DZ","DZA","012","366","DZ-28","",""
"DZ","DZA","012","366","DZ-29","",""
"DZ","DZA","012","366","DZ-30","",""
"DZ","DZA","012","366","DZ-31","",""
"DZ","DZA","012","366","DZ-32","",""
"DZ","DZA","012","366","DZ-33","",""
"DZ","DZA","012","366","DZ-34","",""
"DZ","DZA","012","366","DZ-35","",""
"DZ","DZA","012","366","DZ-36","",""
"DZ","DZA","012","366","DZ-37","",""
"DZ","DZA","012","366","DZ-38","",""
"DZ","DZA","012","366","DZ-39","",""
"DZ","DZA","012","366","DZ-40","",""
"DZ","DZA","012","366","DZ-41","",""
"DZ","DZA","012","366","DZ-42","",""
"DZ","DZA","012","366","DZ-43","",""
"DZ","DZA","012","366","DZ-44","",""
"DZ","DZA","012","366","DZ-45","",""
"DZ","DZA","012","366","DZ-46","",""
"DZ","DZA","012","366","DZ-47","",""
"DZ","DZA","012","366","DZ-48","",""
"EC","ECU","218","320","EC-A","",""
"EC","ECU","218","320","EC-B","",""
"EC","ECU","218","320","EC-C","",""
"EC","ECU","218","320","EC-D","*",""
"EC","ECU","218","320","EC-E","",""
"EC","ECU","218","320","EC-F","",""
"EC","ECU","218","320","EC-G","",""
"EC","ECU","218","320","EC-H","",""
"EC","ECU","218","320","EC-I","",""
"EC","ECU","218","320","EC-L","",""
"EC","ECU","218","320","EC-M","",""
"EC","ECU","218","320","EC-N","",""
"EC","ECU","218","320","EC-O","",""
"EC","ECU","218","320","EC-P","",""
"EC","ECU","218","320","EC-R","",""
"EC","ECU","218","320","EC-S","",""
"EC","ECU","218","320","EC-SD","*",""
"EC","ECU","218","320","EC-SE","*",""
"EC","ECU","218","320","EC-T","",""
"EC","ECU","218","320","EC-U","",""
"EC","ECU","218","320","EC-W","",""
"EC","ECU","218","320","EC-X","",""
"EC","ECU","218","320","EC-Y","",""
"EC","ECU","218","320","EC-Z","",""
"EE","EST","233","407","EE-37","",""
"EE","EST","233","407","EE-39","",""
"EE","EST","233","407","EE-44","",""
"EE","EST","233","407","EE-49","",""
"EE","EST","233","407","EE-51","",""
"EE","EST","233","407","EE-57","",""
"EE","EST","233","407","EE-59","",""
"EE","EST","233","407","EE-65","",""
"EE","EST","233","407","EE-67","",""
"EE","EST","233","407","EE-70","",""
"EE","EST","233","407","EE-74","",""
"EE","EST","233","407","EE-78","",""
"EE","EST","233","407","EE-82","",""
"EE","EST","233","407","EE-84","",""
"EE","EST","233","407","EE-86","",""
"EG","EGY","818","316","EG-ALX","",""
"EG","EGY","818","316","EG-ASN","",""
"EG","EGY","818","316","EG-AST","",""
"EG","EGY","818","316","EG-BA","*",""
"EG","EGY","818","316","EG-BH","",""
"EG","EGY","818","316","EG-BNS","",""
"EG","EGY","818","316","EG-C","",""
"EG","EGY","818","316","EG-DK","",""
"EG","EGY","818","316","EG-DT","",""
"EG","EGY","818","316","EG-FYM","",""
"EG","EGY","818","316","EG-GH","",""
"EG","EGY","818","316","EG-GZ","",""
"EG","EGY","818","316","EG-IS","",""
"EG","EGY","818","316","EG-JS","*",""
"EG","EGY","818","316","EG-KB","",""
"EG","EGY","818","316","EG-KFS","",""
"EG","EGY","818","316","EG-KN","",""
"EG","EGY","818","316","EG-LX","*",""
"EG","EGY","818","316","EG-MN","",""
"EG","EGY","818","316","EG-MNF","",""
"EG","EGY","818","316","EG-MT","",""
"EG","EGY","818","316","EG-PTS","",""
"EG","EGY","818","316","EG-SHG","",""
"EG","EGY","818","316","EG-SHR","",""
"EG","EGY","818","316","EG-SIN","",""
"EG","EGY","818","316","EG-SUZ","",""
"EG","EGY","818","316","EG-WAD","",""
"ER","ERI","232","317","ER-AN","*",""
"ER","ERI","232","317","ER-DK","*",""
"ER","ERI","232","317","ER-DU","*",""
"ER","ERI","232","317","ER-GB","*",""
"ER","ERI","232","317","ER-MA","*",""
"ER","ERI","232","317","ER-SK","*",""
"ES","ESP","724","101","ES-AN","*",""
"ES","ESP","724","408","ES-AL","","ES-AN"
"ES","ESP","724","408","ES-CA","","ES-AN"
"ES","ESP","724","408","ES-CO","","ES-AN"
"ES","ESP","724","408","ES-GR","","ES-AN"
"ES","ESP","724","408","ES-H","","ES-AN"
"ES","ESP","724","408","ES-J","","ES-AN"
"ES","ESP","724","408","ES-MA","","ES-AN"
"ES","ESP","724","408","ES-SE","","ES-AN"
"ES","ESP","724","101","ES-AR","*",""
"ES","ESP","724","408","ES-HU","","ES-AR"
"ES","ESP","724","408","ES-TE","","ES-AR"
"ES","ESP","724","408","ES-Z","","ES-AR"
"ES","ESP","724","101","ES-AS","*",""
"ES","ESP","724","408","ES-O","","ES-AS"
"ES","ESP","724","101","ES-CB","*",""
"ES","ESP","724","408","ES-S","","ES-CB"
"ES","ESP","724","101","ES-CL","*",""
"ES","ESP","724","408","ES-AV","","ES-CL"
"ES","ESP","724","408","ES-BU","","ES-CL"
"ES","ESP","724","408","ES-LE","","ES-CL"
"ES","ESP","724","408","ES-P","","ES-CL"
"ES","ESP","724","408","ES-SA","","ES-CL"
"ES","ESP","724","408","ES-SG","","ES-CL"
"ES","ESP","724","408","ES-SO","","ES-CL"
"ES","ESP","724","408","ES-VA","","ES-CL"
"ES","ESP","724","408","ES-ZA","","ES-CL"
"ES","ESP","724","101","ES-CM","*",""
"ES","ESP","724","408","ES-AB","","ES-CM"
"ES","ESP","724","408","ES-CR","","ES-CM"
"ES","ESP","724","408","ES-CU","","ES-CM"
"ES","ESP","724","408","ES-GU","","ES-CM"
"ES","ESP","724","408","ES-TO","","ES-CM"
"ES","ESP","724","101","ES-CN","*",""
"ES","ESP","724","408","ES-GC","","ES-CN"
"ES","ESP","724","408","ES-TF","","ES-CN"
"ES","ESP","724","101","ES-CT","*",""
"ES","ESP","724","408","ES-B","","ES-CT"
"ES","ESP","724","408","ES-GI","","ES-CT"
"ES","ESP","724","408","ES-L","","ES-CT"
"ES","ESP","724","408","ES-T","","ES-CT"
"ES","ESP","724","101","ES-EX","*",""
"ES","ESP","724","408","ES-BA","","ES-EX"
"ES","ESP","724","408","ES-CC","","ES-EX"
"ES","ESP","724","101","ES-GA","*",""
"ES","ESP","724","408","ES-C","","ES-GA"
"ES","ESP","724","408","ES-LU","","ES-GA"
"ES","ESP","724","408","ES-OR","","ES-GA"
"ES","ESP","724","408","ES-PO","","ES-GA"
"ES","ESP","724","101","ES-IB","*",""
"ES","ESP","724","408","ES-PM","","ES-IB"
"ES","ESP","724","101","ES-MC","*",""
"ES","ESP","724","408","ES-MU","","ES-MC"
"ES","ESP","724","101","ES-MD","*",""
